total,interest_rate,expectations,output_wage
5.44259665026009e-05,0.00831462352544433,-0.191963576862442,0.183703379303501
5.29327164540233e-05,0.00887990674611201,-0.207698868353876,0.198871894324218
5.14797110947401e-05,0.00948362166705227,-0.224681965563866,0.215249823607908
5.00657647792685e-05,0.0101283811300015,-0.243009749279422,0.2329314339142
4.8689792581642e-05,0.0108169756149968,-0.262786519250312,0.252018233427897
4.73507828718455e-05,0.0115523853174015,-0.284124556795296,0.272619522260766
4.60477820120789e-05,0.0123377930460091,-0.307144729812106,0.294852984548109
4.47798801077829e-05,0.0131765979980542,-0.331977143367073,0.318845325249127
4.35461983070077e-05,0.0140724304707331,-0.358761839283672,0.344732955011245
4.23458868604354e-05,0.015029167572903,-0.38764954839854,0.372662726712498
4.11781142184992e-05,0.0160509500049881,-0.418802499435239,0.402792727544469
4.00420677037013e-05,0.0171421999796606,-0.452395288733401,0.435293130821444
3.89369508757644e-05,0.0183076403609346,-0.488615815394823,0.470347111984764
3.78619780079266e-05,0.0195523151044197,-0.527666286743443,0.508151833617032
3.68163819997842e-05,0.0208816110872562,-0.569764299364439,0.548919504659182
3.5799403689259e-05,0.0223012814222189,-0.615144001381978,0.592878519363448
3.48103004870642e-05,0.0238174703567972,-0.664057342053899,0.640274681997589
3.38483426444236e-05,0.0254367398651709,-0.716775415219899,0.691372523697372
3.29128078304275e-05,0.0271660980480111,-0.773589903624315,0.746456718384134
3.20030056346094e-05,0.0290130294631332,-0.834814631661327,0.805833605203829
3.11182360425724e-05,0.0309855275181851,-0.900787234650197,0.869832825368055
3.02578329789647e-05,0.0330921290656815,-0.971870953357551,0.938809082124848
2.9421137135237e-05,0.0353419513499331,-1.04845656313072,1.01314403291793
2.86075023057987e-05,0.0377447314659547,-1.130964447703,1.09324832373935
2.78163034334464e-05,0.0403108685010383,-1.21984682849276,1.17956377629516
2.70469233516489e-05,0.0430514685413372,-1.3155901610041,1.27256573938611
